STT,intent,question,answer,loai_muc_dich,chu_de_thong_bao
TB_886,dia_diem,Ban tổ chức Trường truyền thông cuộc thi ra sao để thu hút sinh viên?,"Ban Văn hóa - Truyền thông của Trường có trách nhiệm thực hiện các công tác truyền thông và quảng bá, bao gồm: Thiết kế các background, standee của cuộc thi và các đội/nhóm tham gia. Chụp hình và đưa tin trước và sau các vòng dự thi. Thường xuyên đăng tải các thông tin chính thức của cuộc thi trên trang website và fanpage của Trường và Trung tâm theo yêu cầu của Ban Tổ chức. Đề nghị các đơn vị Phòng ban, Khoa, Viện đào tạo và các cá nhân có liên quan nghiêm túc thực hiện theo tinh thần của thông báo.",,
TB_886,muc_dich,Phiếu đăng ký (Mẫu M01) cần những thông tin gì?,"Phiếu đăng ký dự thi Mẫu M01 yêu cầu cung cấp các thông tin cơ bản sau: • Tên công trình. • Lĩnh vực nghiên cứu và chuyên ngành đăng ký dự thi (ghi đúng theo thể lệ Giải thưởng). • Tóm tắt công trình và những vấn đề mới (không quá 100 từ). • Thông tin về giảng viên hướng dẫn (GVHD): Họ và tên, học hàm/học vị, chức vụ, email, số điện thoại, đơn vị công tác (không quá 02 người hướng dẫn). • Thông tin về tác giả/nhóm tác giả: Họ và tên, năm/nữ, ngày/tháng/năm sinh, sinh viên năm, số CMND/CCCD, ngày cấp CMND/CCCD, nơi cấp CMND/CCCD, điện thoại liên hệ, email, ngành học, Khoa, Trường, địa chỉ Trường, địa chỉ liên hệ thí sinh (không quá 05 người). • Một phần để đánh dấu nếu công trình nghiên cứu từ những vấn đề gợi ý, đặt hàng của doanh nghiệp, cơ quan hoặc tổ chức, cá nhân (kèm đơn, công văn hoặc hợp đồng đặt hàng).",,
TB_886,muc_dich,Tác giả/nhóm tác giả cần cam kết điều gì khi đăng ký?,Tác giả hoặc nhóm tác giả phải cam kết rằng công trình nghiên cứu khoa học của mình là trung thực và có nguồn gốc. Họ cũng chịu trách nhiệm trước Ban tổ chức Giải thưởng và pháp luật về các kết quả nghiên cứu của đề tài này.,,
TB_886,muc_dich,Trang bìa công trình (Mẫu M02) yêu cầu thông tin và định dạng gì?,"Trang bìa công trình dự thi (Mẫu M02) yêu cầu ghi Tên công trình, Lĩnh vực nghiên cứu, và Chuyên ngành (ghi đúng theo thể lệ Giải thưởng). Quan trọng là không ghi tên trường, tên sinh viên thực hiện, giảng viên hướng dẫn ở trang bìa và trong toàn bộ các trang của đề tài nghiên cứu để đảm bảo tính khách quan. Đề nghị sinh viên nắm rõ công trình nghiên cứu thuộc lĩnh vực, nhóm ngành nào theo thể lệ của Ban tổ chức và xóa phần ghi chú này khi in. Ngoài ra, có một phần để ghi Mã số công trình do BTC Giải thưởng ghi.",,
TB_886,muc_dich,Ai xác nhận thông tin trên Phiếu Đăng Ký (Mẫu M01)?,Việc xác nhận của đại diện Nhà trường trên Phiếu Đăng Ký Dự Thi (Mẫu M01) sẽ do TM. Ban tổ chức cấp Trường thực hiện.,,
TB_886,muc_dich,Có giới hạn số giảng viên hướng dẫn hoặc tác giả mỗi đề tài không?,Có giới hạn. Một đề tài nghiên cứu không quá 02 giảng viên hướng dẫn và một nhóm tác giả không quá 05 sinh viên.,,
TB_886,doi_tuong,Sinh viên/giảng viên cần liên hệ ai để biết thêm thông tin cuộc thi?,"Để biết thêm chi tiết về cuộc thi, có thể liên hệ: • Trung tâm Hoạt động sinh viên và Quan hệ doanh nghiệp. • Ông Võ Thanh Thiện Trụ - Giám đốc, qua email: vtttru@bdu.edu.vn. • Phòng Quản lý khoa học và Quan hệ đối ngoại. • Ông Lê Thành Long - Phó Trưởng phòng, qua email: ltlong@bdu.edu.vn.",,
TB_886,thoi_gian,Thời gian đăng ký và nộp hồ sơ vòng sơ tuyển cấp Trường là khi nào?,"Thời gian đăng ký và nộp hồ sơ sơ tuyển cấp Trường là từ ngày 15/08/2025 đến 16h00 ngày 30/08/2025. Sau thời hạn này, sẽ không nhận thêm hồ sơ.",,
TB_886,dia_diem,Phòng ban/Khoa/Viện có trách nhiệm gì với tính trung thực của đề tài?,"Các đơn vị Phòng ban, Khoa, Viện đào tạo có trách nhiệm kiểm tra tính trung thực, xác nhận thông tin cho các đội/nhóm tham gia theo quy định. Điều này thể hiện sự nghiêm túc của Nhà trường trong việc đảm bảo chất lượng và tính xác thực của các công trình nghiên cứu.",,
TB_886,hoc_phi,Cơ cấu và giá trị giải thưởng cấp Thành phố có thể thay đổi không?,"Có. Ban Tổ chức Giải thưởng Euréka cấp Thành phố có thể điều chỉnh mức tiền thưởng và cơ cấu giải thưởng căn cứ điều kiện thực tế. Tuy nhiên, giá trị giải thưởng dự kiến hiện tại đã được thông báo rõ ràng (01 Giải Nhất, 01 Giải Nhì, 01 Giải Ba, và các Giải Khuyến khích).",,
BDU_000,nhan_vat,Ai tạo ra con chatbot này?,Chatbot giảng viên được phát triển bởi: Trung tâm Chuyển đổi số – Binh Duong University.,,
BDU_001,dia_diem,Trường Đại học Bình Dương được thành lập từ năm nào?,Trường Đại học Bình Dương được thành lập và song hành với quá trình xây dựng và phát triển của tỉnh Bình Dương từ năm 1997.,thong_bao,thong_tin_chung
BDU_002,dia_diem,Trường Đại học Bình Dương có phải là trường công lập không?,"Trường Đại học Bình Dương là trường không sử dụng ngân sách Nhà nước, là mô hình giáo dục đầu tiên của tỉnh, được xây dựng thông qua con đường xã hội hóa giáo dục.",thong_bao,thong_tin_chung
BDU_003,dia_diem,Trường Đại học Bình Dương hiện đang đào tạo các cấp bậc nào?,"Trường Đại học Bình Dương hiện đang đào tạo trình độ tiến sĩ ngành Quản trị kinh doanh, trình độ thạc sĩ với 04 ngành đào tạo, và trình độ đại học với 21 ngành đào tạo.",thong_bao,thong_tin_chung
BDU_004,dia_diem,Trường Đại học Bình Dương đã đạt những thành tích nổi bật nào về kiểm định chất lượng giáo dục?,"Trường Đại học Bình Dương được công nhận đạt chuẩn kiểm định chất lượng cơ sở giáo dục giai đoạn 5 năm 2023-2028 (năm 2023), đạt chuẩn kiểm định 3 chương trình đào tạo (năm 2022), và đạt chuẩn kiểm định chất lượng giáo dục theo quy định của Bộ Giáo dục và Đào tạo (năm 2018).",thong_bao,thong_tin_chung
BDU_005,hoc_phi,Quan điểm giáo dục và phương pháp học tập chính mà Trường Đại học Bình Dương áp dụng là gì?,"Trường Đại học Bình Dương áp dụng phương pháp đào tạo “Cộng học” theo hình thức 05 người Thầy, là phương pháp giáo dục chủ động, tích cực, và là sự tương tác hai chiều qua lại, tự đối thoại với chính mình.",thong_bao,thong_tin_chung
BDU_006,dia_diem,05 người Thầy trong phương pháp 'Cộng học' tại Trường Đại học Bình Dương bao gồm những ai?,"05 người Thầy trong phương pháp 'Cộng học' tại Trường Đại học Bình Dương bao gồm: Thầy là 'Cha Mẹ', Thầy là 'Thầy/Cô; Bạn bè', Thầy là 'Sách; Tài liệu; Giáo trình; Hội thảo khoa học', Thầy là 'Dr. Google', và Thầy là 'Chính bản thân mình'.",thong_bao,thong_tin_chung
BDU_007,dia_diem,Phòng Quản lý đào tạo và Công tác sinh viên có những chức năng chính nào liên quan đến công tác sinh viên?,"Phòng Quản lý đào tạo và Công tác sinh viên có chức năng hỗ trợ việc học và công tác sinh viên, cung cấp thông tin hệ thống ký túc xá của Trường để sinh viên liên hệ đăng ký chỗ ở, và hỗ trợ giải đáp các thắc mắc và tiếp nhận thủ tục hành chính của sinh viên.",thong_bao,thong_tin_chung
BDU_008,dia_diem,Phòng Quản lý đào tạo và Công tác sinh viên hỗ trợ trực tiếp cho sinh viên trong những vấn đề đào tạo nào?,"Phòng Quản lý đào tạo và Công tác sinh viên hỗ trợ trực tiếp cho sinh viên trong các vấn đề đăng ký môn học, lịch học, và thời khóa biểu.",thong_bao,thong_tin_chung
BDU_009,dia_diem,Phòng Quản lý đào tạo và Công tác sinh viên hỗ trợ giảng viên về những vấn đề gì?,"Phòng Quản lý đào tạo và Công tác sinh viên hỗ trợ giảng viên về lịch giảng dạy, thay đổi lịch học, và nghỉ đột xuất.",thong_bao,thong_tin_chung
BDU_010,doi_tuong,"Chức năng tham mưu và giúp Hiệu trưởng trong công tác định hướng, phát triển đào tạo đại học thuộc về đơn vị nào?","Chức năng tham mưu và giúp Hiệu trưởng trong việc định hướng, phát triển công tác đào tạo đại học của Trường thuộc về Phòng Quản lý đào tạo và Công tác sinh viên.",thong_bao,thong_tin_chung
BDU_011,dia_diem,"Đơn vị nào chịu trách nhiệm tổ chức thực hiện, kiểm tra giám sát toàn bộ công tác giảng dạy, học tập các hệ và loại hình đào tạo bậc học của Trường?","Phòng Quản lý đào tạo và Công tác sinh viên chịu trách nhiệm tổ chức thực hiện, kiểm tra giám sát toàn bộ công tác giảng dạy, học tập các hệ và loại hình đào tạo bậc học của Trường.",thong_bao,thong_tin_chung
BDU_012,tot_nghiep,"Đơn vị nào quản lý việc in ấn, cấp phát văn bằng, chứng chỉ đào tạo và bảng điểm cá nhân người học?","Phòng Quản lý đào tạo và Công tác sinh viên quản lý việc in ấn, cấp phát văn bằng, chứng chỉ đào tạo và bảng điểm cá nhân người học.",thong_bao,thong_tin_chung
BDU_013,dia_diem,Phòng Tổng hợp có những chức năng cơ bản nào?,"Phòng Tổng hợp thực hiện các công tác hành chính, công tác nhân sự, và công tác cơ sở vật chất, trang thiết bị dạy và học.",thong_bao,thong_tin_chung
BDU_014,dia_diem,Chức năng liên quan đến công tác tài chính của Nhà trường thuộc về đơn vị nào?,Chức năng liên quan đến công tác tài chính của Nhà trường thuộc về Phòng Tài chính - Kế toán.,thong_bao,thong_tin_chung
BDU_015,dia_diem,Phòng Bảo đảm chất lượng và Khảo thí có trách nhiệm gì trong việc tổ chức thi cử?,Phòng Bảo đảm chất lượng và Khảo thí tổ chức các hình thức kiểm tra các kỳ thi của sinh viên và giám sát công tác tổ chức thi kiểm tra đánh giá kết quả học tập.,thong_bao,thong_tin_chung
BDU_016,hoc_phi,"Đơn vị nào giám sát việc giảng dạy, học tập, trang thiết bị giảng dạy, và kỷ luật sinh viên?","Phòng Bảo đảm chất lượng và Khảo thí giám sát việc giảng dạy, học tập, trang thiết bị giảng dạy, và kỷ luật sinh viên.",thong_bao,thong_tin_chung
BDU_017,dia_diem,Phòng Bảo đảm chất lượng và Khảo thí có chức năng gì liên quan đến phản ánh từ phụ huynh và sinh viên?,"Phòng Bảo đảm chất lượng và Khảo thí ghi nhận và giải quyết các phản ánh từ phụ huynh, sinh viên.",thong_bao,thong_tin_chung
BDU_018,doi_tuong,Đơn vị nào tổ chức các hoạt động nghiên cứu khoa học cho giảng viên và sinh viên?,Phòng Quản lý khoa học và Quan hệ đối ngoại tổ chức các hoạt động nghiên cứu khoa học trong giảng viên và sinh viên.,thong_bao,thong_tin_chung
BDU_019,doi_tuong,Văn phòng Khoa cung cấp những thông tin gì và phụ trách những công tác nào?,"Văn phòng Khoa cung cấp các thông tin về kế hoạch và kết quả học tập của sinh viên thuộc khoa quản lý, phụ trách công tác giáo viên chủ nhiệm, cố vấn học tập, hướng dẫn học tập cho sinh viên do khoa quản lý, và phụ trách công tác đào tạo giai đoạn cơ sở ngành, chuyên ngành.",thong_bao,thong_tin_chung
BDU_020,doi_tuong,"Trung tâm Lưu trữ và Thư viện phục vụ hoạt động của cán bộ, giảng viên, sinh viên thông qua hình thức nào?","Trung tâm Lưu trữ và Thư viện phục vụ hoạt động học tập, nghiên cứu, giảng dạy và đào tạo của cán bộ giảng viên, sinh viên thông qua việc sử dụng khai thác các loại tài liệu, thông tin có trong Thư viện.",thong_bao,thong_tin_chung
BDU_021,dia_diem,Trung tâm Lưu trữ và Thư viện có cung cấp dịch vụ phòng máy tính kết nối internet không?,"Có, Trung tâm Lưu trữ và Thư viện có phòng máy kết nối internet phục vụ công tác học tập, nghiên cứu, giảng dạy của giảng viên, cán bộ, nhân viên, sinh viên Nhà trường.",thong_bao,thong_tin_chung
BDU_022,doi_tuong,Đơn vị nào tổ chức đào tạo các chương trình Ngoại ngữ và Tin học?,Trung tâm Tin học và Ngoại ngữ tổ chức đào tạo các chương trình Ngoại ngữ và Tin học.,thong_bao,thong_tin_chung
BDU_023,muc_dich,Trung tâm Nhật ngữ Fuji có chức năng gì?,"Trung tâm Nhật ngữ Fuji tổ chức đào tạo các chương trình Nhật ngữ, tổ chức giao lưu văn hóa văn nghệ, và tìm, giới thiệu học bổng.",thong_bao,thong_tin_chung
BDU_024,doi_tuong,Học viện King Sejong Bình Dương có những chức năng nào?,"Học viện King Sejong Bình Dương tổ chức đào tạo các chương trình Hàn ngữ, tổ chức giao lưu văn hóa văn nghệ giữa 02 quốc gia Việt – Hàn, và tìm, giới thiệu các nguồn học bổng du học tại Hàn Quốc.",thong_bao,thong_tin_chung
BDU_025,doi_tuong,Viện Đào tạo mở và Nghiên cứu phát triển (BOLT) có chức năng gì trong việc đào tạo và hỗ trợ sinh viên tìm việc làm?,"Viện Đào tạo mở và Nghiên cứu phát triển (BOLT) đào tạo các khóa học ngắn hạn, rèn luyện kỹ năng, chuyên môn, nghiệp vụ để sinh viên tốt nghiệp có thể tìm được việc làm phù hợp.",thong_bao,thong_tin_chung
BDU_026,doi_tuong,Viện Đào tạo mở và Nghiên cứu phát triển (BOLT) có tổ chức du học hoặc chương trình giao lưu văn hóa không?,"Có, Viện Đào tạo mở và Nghiên cứu phát triển (BOLT) tổ chức du học cho những sinh viên có nhu cầu học tập tại các trường đại học ở các quốc gia như Mỹ, Canada, Anh, Úc, Hàn Quốc, Nhật Bản, Trung Quốc, Đài Loan, và tổ chức các chương trình giao lưu, trải nghiệm văn hóa ngắn hạn tại các trường liên kết với Đại học Bình Dương.",thong_bao,thong_tin_chung
BDU_027,dia_diem,Trạm Y tế trong Trường có những chức năng chính nào?,"Trạm Y tế thực hiện các công tác y tế học đường, tuyên truyền, trang bị kiến thức cơ bản về y tế, sơ cấp cứu, chăm sóc sức khỏe cho sinh viên, giảng viên, cán bộ - nhân viên của nhà trường, và giải quyết các vấn đề liên quan đến Thẻ BHYT của sinh viên.",thong_bao,thong_tin_chung
BDU_028,dia_diem,Văn phòng Đoàn - Hội có vai trò gì trong các hoạt động ngoại khóa của sinh viên?,"Văn phòng Đoàn - Hội tổ chức các hoạt động ngoại khóa, hoạt động tình nguyện xã hội, hoạt động văn hóa văn nghệ, thể thao, hoạt động phong trào cho sinh viên toàn trường, và tổ chức sinh hoạt Đoàn Thanh niên - Hội Sinh viên.",thong_bao,thong_tin_chung
BDU_029,dia_diem,Thông tin liên hệ chính thức của Trường Đại học Bình Dương tại Bình Dương là gì?,"Thông tin liên hệ của Trường Đại học Bình Dương tại Bình Dương là địa chỉ 504 Đại lộ Bình Dương, phường Hiệp Thành, Tp. Thủ Dầu Một, Bình Dương; điện thoại 02743.822058 (nội bộ 100 hoặc 101) hoặc 02747.303399; website https://bdu.edu.vn và email tuyensinh@bdu.edu.vn.",thong_bao,thong_tin_chung
BDU_030,dia_diem,Thông tin liên hệ của Phân hiệu Trường Đại học Bình Dương tại Cà Mau là gì?,"Thông tin liên hệ của Phân hiệu Trường Đại học Bình Dương tại Cà Mau là địa chỉ Số 03, đường Lê Thị Riêng, Phường 5, Tp. Cà Mau, Cà Mau; điện thoại 02903.997777, 02903.552177 hoặc 0942 931 239; website https://camau.bdu.edu.vn và email tuyensinh.cm@bdu.edu.vn.",thong_bao,thong_tin_chung
BDU_031,doi_tuong,"Giảng viên, cán bộ, nhân viên cần cung cấp những thông tin gì khi liên hệ với Nhà trường về vấn đề liên quan đến sinh viên?","Khi liên hệ với Nhà trường về vấn đề liên quan đến sinh viên, giảng viên, cán bộ, nhân viên cần cung cấp các thông tin sau: Họ và tên sinh viên, Mã số sinh viên, và Ngành học.",thong_bao,thong_tin_chung
BDU_032,dia_diem,Phụ huynh và Nhà trường tương tác với nhau thông qua các kênh nào?,"Phụ huynh và Nhà trường sẽ tương tác với nhau thông qua các kênh như điện thoại, email, Facebook, Zalo, Skype.",thong_bao,thong_tin_chung
BDU_033,dia_diem,Nhà trường cung cấp thông tin gì cho phụ huynh về giáo viên chủ nhiệm và cố vấn học tập?,"Nhà trường cung cấp đầy đủ thông tin về giáo viên chủ nhiệm, cố vấn học tập được Nhà trường phân công phụ trách theo dõi kết quả học tập, rèn luyện của con em phụ huynh.",thong_bao,thong_tin_chung
BDU_034,doi_tuong,"Phụ huynh có thể liên hệ trực tiếp với ai để trao đổi về kết quả học tập, rèn luyện của con em mình?","Phụ huynh có thể liên hệ trực tiếp qua các kênh điện thoại, Facebook, Zalo, email, Skype với giáo viên chủ nhiệm, cố vấn học tập hoặc Phòng Quản lý đào tạo và Công tác sinh viên.",thong_bao,thong_tin_chung
BDU_035,dia_diem,"Trong những trường hợp nào Nhà trường sẽ thông báo cho phụ huynh và sinh viên qua địa chỉ thường trú, điện thoại, Facebook, Zalo, email?","Nhà trường sẽ thông báo cho phụ huynh và sinh viên khi có thông báo đóng học phí, lệ phí; khi sinh viên vi phạm nội quy, quy chế ở mức độ nghiêm trọng; hoặc khi có thông báo sinh viên bị đình chỉ học tập, buộc thôi học.",thong_bao,thong_tin_chung
BDU_036,doi_tuong,Đơn vị nào chịu trách nhiệm tư vấn cho sinh viên chọn môn học trong quy trình đăng ký môn học trực tuyến?,Cố vấn học tập và giáo viên chủ nhiệm chịu trách nhiệm tư vấn cho sinh viên chọn môn học trong quy trình đăng ký môn học trực tuyến.,thong_bao,thong_tin_chung
BDU_037,hoc_phi,"Giảng viên, cố vấn học tập cần lưu ý gì khi sinh viên không đóng học phí đúng thời gian quy định?","Nếu sinh viên không đóng học phí đúng thời gian quy định, hoặc không làm đơn xin gia hạn thời gian đóng học phí, hoặc không đóng học phí đúng theo thời gian gia hạn, hệ thống đăng ký môn học sẽ tự động hủy môn học đã đăng ký.",thong_bao,thong_tin_chung
BDU_038,hoc_phi,Sinh viên cần hoàn tất khoản học phí của các học kỳ nào để nhận hóa đơn học phí của học kỳ hiện tại?,Sinh viên phải hoàn tất các khoản học phí của các học kỳ trước mới nhận được hóa đơn học phí của học kỳ hiện tại.,thong_bao,thong_tin_chung
BDU_039,hoc_phi,Sinh viên có hoàn cảnh khó khăn không nộp học phí đúng thời gian quy định cần làm gì?,"Sinh viên có hoàn cảnh khó khăn không nộp học phí theo đúng thời gian quy định phải làm đơn xin gia hạn đóng học phí (đơn phải đúng mẫu quy định, điền đầy đủ thông tin).",thong_bao,thong_tin_chung
BDU_040,doi_tuong,"Giảng viên, cố vấn học tập cần biết về các điều kiện nào để sinh viên được phép nghỉ học tạm thời vì nhu cầu cá nhân?","Sinh viên được phép nghỉ học tạm thời vì nhu cầu cá nhân phải học ít nhất một học kỳ tại Trường, không rơi vào các trường hợp bị buộc thôi học và phải đạt điểm trung bình chung tích lũy không dưới 2,00. Thời gian nghỉ học tạm thời vì nhu cầu cá nhân phải được tính vào thời gian học chính thức theo quy định.",thong_bao,thong_tin_chung
BDU_041,doi_tuong,"Giảng viên, nhân viên Phòng Quản lý đào tạo và Công tác sinh viên cần lưu ý gì khi sinh viên muốn trở lại học sau thời gian nghỉ học tạm thời?","Sinh viên nghỉ học tạm thời, khi muốn trở lại học tiếp tại Trường, phải viết đơn gửi Hiệu trưởng ít nhất một tuần trước khi bắt đầu học kỳ mới.",thong_bao,thong_tin_chung
BDU_042,doi_tuong,Đơn vị nào có trách nhiệm hướng dẫn sinh viên tải mẫu đơn nghỉ học tạm thời?,Phòng Quản lý đào tạo và Công tác sinh viên có trách nhiệm hướng dẫn sinh viên truy cập trang web của Phòng QLĐT&CTSV tại địa chỉ daotao.bdu.edu.vn để tải mẫu đơn nghỉ học tạm thời.,thong_bao,thong_tin_chung
BDU_043,thoi_gian,"Giảng viên, nhân viên cần biết thời gian áp dụng quy trình xét và công nhận giá trị chuyển đổi kết quả học tập là khi nào?","Quy trình xét và công nhận giá trị chuyển đổi kết quả học tập áp dụng vào đầu khóa học, thực hiện theo thông báo nộp hồ sơ đề nghị xem xét và công nhận giá trị chuyển đổi kết quả học tập.",thong_bao,thong_tin_chung
BDU_044,hoc_phi,"Sinh viên có phải nộp học phí, lệ phí cho các môn học được chuyển, miễn điểm không?","Có, các môn học sinh viên chuyển, miễn điểm thực hiện nộp học phí, lệ phí theo quy định (nếu có).",thong_bao,thong_tin_chung
BDU_045,muc_dich,Mục đích của quy trình hủy môn học là gì?,"Mục đích của quy trình hủy môn học là hướng dẫn sinh viên các bước thực hiện hủy môn học không rút học phí do môn học thừa (không có trong chương trình đào tạo) so với chương trình đào tạo ngành, chuyên ngành sinh viên đang theo học.",thong_bao,thong_tin_chung
BDU_046,doi_tuong,Kết quả hủy môn học sẽ được thông báo cho sinh viên qua kênh nào?,Kết quả hủy môn học sẽ được thông báo qua email sinh viên.,thong_bao,thong_tin_chung
BDU_047,muc_dich,"Giảng viên, nhân viên cần nắm rõ mục đích của quy trình chỉnh sửa điểm là gì?",Mục đích của quy trình chỉnh sửa điểm là hướng dẫn sinh viên chỉnh sửa điểm do điểm các môn học không khớp với dữ liệu điểm ghi trên bảng ghi điểm thi.,thong_bao,thong_tin_chung
BDU_048,doi_tuong,Kết quả điều chỉnh điểm (nếu có) sẽ được thông báo cho sinh viên qua kênh nào?,"Nhà trường sẽ gửi kết quả đối chiếu, điều chỉnh (nếu có) qua email sinh viên.",thong_bao,thong_tin_chung
BDU_049,hoc_phi,"Sinh viên muốn in bảng điểm (theo học kỳ, xin việc) cần liên hệ với đơn vị nào trước để nộp lệ phí?",Sinh viên cần liên hệ Phòng Tuyển sinh để nộp lệ phí in bảng điểm trước.,thong_bao,thong_tin_chung
BDU_050,thoi_gian,Thời gian áp dụng quy trình đăng ký môn học trực tuyến là khi nào?,Sinh viên thực hiện đăng ký môn học trực tuyến mỗi đầu học kỳ theo lịch trình đăng ký môn học nhà trường đã thông báo.,thong_bao,thong_tin_chung
BDU_051,doi_tuong,Đơn vị nào có trách nhiệm hướng dẫn sinh viên đăng ký học tập trên hệ thống đăng ký học tập?,Phòng Quản lý đào tạo và Công tác sinh viên và giáo viên chủ nhiệm có trách nhiệm hướng dẫn cho sinh viên đăng ký học tập trên hệ thống đăng ký học tập https://sv.bdu.edu.vn.,thong_bao,thong_tin_chung
BDU_052,thoi_gian,Sinh viên phải đăng ký học các học phần nào trong mỗi học kỳ theo hệ thống tín chỉ?,"Sinh viên phải đăng ký lớp của các học phần dự định sẽ học trong học kỳ, gồm: những học phần mới, một số học phần chưa đạt (để học lại) và một số học phần đã đạt (để cải thiện điểm, nếu có) căn cứ danh sách học phần được mở và điều kiện đăng ký của mỗi học phần.",thong_bao,thong_tin_chung
BDU_053,thoi_gian,Nhà trường thông báo lịch trình học dự kiến và danh sách các học phần dự kiến sẽ dạy vào khi nào?,"Đầu mỗi năm học, Nhà trường thông báo lịch trình học dự kiến cho từng chương trình trong từng học kỳ, danh sách các học phần bắt buộc và tự chọn dự kiến sẽ dạy, đề cương chi tiết, điều kiện tiên quyết để được đăng ký học cho từng học phần, lịch kiểm tra và thi, hình thức kiểm tra và thi đối với các học phần.",thong_bao,thong_tin_chung
BDU_054,thoi_gian,Sinh viên có thể đăng ký thêm hoặc đổi sang học phần khác trong khoảng thời gian nào?,Sinh viên muốn đăng ký thêm hoặc đổi sang học phần khác do không mở được lớp sinh viên đăng ký trong 2 tuần đầu của học kỳ chính và trong 1 tuần đầu của học kỳ phụ.,thong_bao,thong_tin_chung
BDU_055,thoi_gian,Khối lượng học tập tối thiểu và tối đa mà mỗi sinh viên phải đăng ký trong mỗi học kỳ là bao nhiêu tín chỉ?,Khối lượng học tập tối thiểu mà mỗi sinh viên phải đăng ký trong mỗi học kỳ là 10 tín chỉ và tối đa là 19 tín chỉ.,thong_bao,thong_tin_chung
BDU_056,thoi_gian,Khi nào thì quy định khối lượng học tập tối thiểu từng học kỳ không áp dụng?,"Khối lượng học tập tối thiểu từng học kỳ không áp dụng khi không có học phần mà sinh viên cần đăng ký học (do lớp học phần không đủ số sinh viên đăng ký tối thiểu để mở lớp hoặc do Trường không mở lớp học phần này trong học kỳ), hoặc tổng số tín chỉ chưa tích lũy của sinh viên ít hơn khối lượng học tập tối thiểu.",thong_bao,thong_tin_chung
BDU_057,thoi_gian,Phòng Quản lý đào tạo và Công tác sinh viên chỉ chấp nhận đăng ký khối lượng học tập của sinh viên ở mỗi học kỳ khi nào?,Phòng Quản lý đào tạo và Công tác sinh viên của Trường chỉ chấp nhận đăng ký khối lượng học tập của sinh viên ở mỗi học kỳ khi sinh viên thực hiện theo đúng thông báo đăng ký môn học từng học kỳ do Nhà trường ban hành.,thong_bao,thong_tin_chung
BDU_058,hoc_phi,Giảng viên cần biết mỗi học phần được đánh giá qua tối thiểu bao nhiêu điểm thành phần?,"Đối với mỗi học phần, sinh viên được đánh giá qua tối thiểu hai điểm thành phần, gồm: điểm đánh giá quá trình và điểm thi kết thúc học phần.",thong_bao,thong_tin_chung
BDU_059,hoc_phi,"Đối với học phần có khối lượng nhỏ hơn 02 tín chỉ, việc đánh giá có thể chỉ có bao nhiêu điểm thành phần?",Đối với học phần có khối lượng nhỏ hơn 02 tín chỉ có thể chỉ có một điểm đánh giá.,thong_bao,thong_tin_chung
BDU_060,hoc_phi,Các điểm thành phần trong học phần được đánh giá theo thang điểm nào?,Các điểm thành phần trong học phần được đánh giá theo thang điểm 10.,thong_bao,thong_tin_chung
BDU_061,doi_tuong,"Giảng viên cần thông báo gì cho sinh viên về phương pháp, hình thức và trọng số của mỗi điểm thành phần?","Giảng viên cần thông báo phương pháp đánh giá, hình thức đánh giá và trọng số của mỗi điểm thành phần trong đề cương chi tiết của mỗi học phần và được thông báo cho sinh viên vào buổi đầu tiên trên lớp.",thong_bao,thong_tin_chung
BDU_062,hoc_phi,Tỷ trọng của điểm đánh giá quá trình trong tổng điểm học phần không quá bao nhiêu phần trăm?,Điểm đánh giá quá trình (có thể gồm các điểm như: điểm kiểm tra giữa kỳ; điểm bài tập lớn; tiểu luận; thảo luận...) chiếm tỷ trọng không quá 50%.,thong_bao,thong_tin_chung
BDU_063,doi_tuong,Tỷ trọng của điểm thi kết thúc học phần (điểm thi cuối kỳ) trong tổng điểm học phần không được thấp hơn bao nhiêu phần trăm?,Điểm thi kết thúc học phần (điểm thi cuối kỳ) chiếm tỷ trọng còn lại nhưng không được thấp hơn 50%.,thong_bao,thong_tin_chung
BDU_064,dia_diem,"Trong trường hợp đánh giá trực tuyến, trọng số đóng góp vào điểm học phần không quá bao nhiêu phần trăm?","Trong trường hợp hình thức đánh giá trực tuyến được áp dụng thì phải đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số điểm học phần.",thong_bao,thong_tin_chung
BDU_065,hoc_phi,"Sinh viên vắng mặt trong buổi thi, đánh giá không có lý do chính đáng sẽ nhận điểm bao nhiêu?","Sinh viên vắng mặt trong buổi thi, đánh giá không có lý do chính đáng phải nhận điểm 0.",thong_bao,thong_tin_chung
BDU_066,muc_dich,"Sinh viên vắng mặt có lý do chính đáng được dự thi, đánh giá ở một đợt khác và được tính điểm như thế nào?","Sinh viên vắng mặt có lý do chính đáng được dự thi, đánh giá ở một đợt khác và được tính điểm lần đầu.",thong_bao,thong_tin_chung
BDU_067,muc_dich,"Sinh viên vắng mặt có lý do chính đáng cần làm gì và trong thời hạn bao lâu để được dự thi, đánh giá ở đợt khác?","Sinh viên vắng mặt có lý do chính đáng phải thông báo bằng văn bản kèm minh chứng và được sự phê duyệt của Nhà trường chậm nhất 07 ngày sau ngày thi, đánh giá.",thong_bao,thong_tin_chung
